,휴게소명,도로종류,도로노선명,도로노선방향,위도,경도,휴게소종류,휴게소운영시작시각,휴게소운영종료시각,경정비가능여부,주유소유무,LPG충전소유무,전기차충전소유무,버스환승가능여부,쉼터유무,화장실유무,약국유무,수유실유무,매점유무,음식점유무,휴게소대표음식명,휴게소전화번호,전화번호,편의시설,ex-화물차라운지,세차장
107,사천(부산 방향),고속국도,남해선,상행,35.073173,128.010802,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,건강버섯두부덮밥,055-854-3134,055-854-3134,"수유실,농산물판매장,쉼터",N,N
108,사천(순천 방향),고속국도,남해선,하행,35.074968,128.012589,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,건강버섯두부덮밥,055-854-3547,055-854-3547,"수유실,샤워실,농산물판매장,쉼터",N,N
109,산청(대전 방향),고속국도,대전통영선,상행,35.333522,127.938998,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,한방우불고기,055-973-5970,055-973-5970,"수유실,농산물판매장,쉼터",N,N
110,산청(통영 방향),고속국도,대전통영선,하행,35.333504,127.937049,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,한방우불고기,055-973-9036,055-973-9036,"수유실,농산물판매장,쉼터",N,N
111,서산(목포 방향),고속국도,서해안선,하행,36.742991,126.565029,일반휴게소,00:00,23:59,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,어리굴젓백반,041-688-8814,041-688-8814,"수유실,쉼터",N,N
112,서산(서울 방향),고속국도,서해안선,상행,36.734194,126.566302,일반휴게소,00:00,23:59,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,불향제육덮밥,041-688-7714,041-688-7714,"수유실,농산물판매장,쉼터",N,N
113,서여주(양평 방향),고속국도,중부내륙,상행,37.278607,127.580501,간이휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,조개살된장찌개,031-885-9760,031-885-9760,"수유실,쉼터",N,N
114,서여주(창원 방향),고속국도,중부내륙,하행,37.279412,127.578083,간이휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,콩나물황태해장국,031-884-9714,031-884-9714,"수유실,쉼터",N,N
115,서울만남(부산 방향),고속국도,경부선,하행,37.460166,127.041908,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,말죽거리소고기국밥,02-578-3372,02-578-3372,수유실,N,N
116,서천(목포 방향),고속국도,서해안선,하행,36.129505,126.626485,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,동죽해물된장찌개,041-952-5757,041-952-5757,수유실,N,N
117,서천(서울 방향),고속국도,서해안선,상행,36.131929,126.627834,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,사골들깨순두부,041-952-9700,041-952-9700,수유실,N,N
118,선산(양평 방향),고속국도,중부내륙선,상행,36.277941,128.249296,일반휴게소,00:00,23:59,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,묵은지김치찌개,054-482-6011,054-482-6011,"수유실,농산물판매장,쉼터",N,N
119,선산(양평 방향),고속국도,중부내륙선,,36.27762304,128.2489747,일반휴게소,00:00,23:59,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,,054-482-6011,054-482-6011,"수유실,농산물판매장,쉼터",N,N
120,선산(창원 방향),고속국도,중부내륙선,하행,36.274223,128.250745,일반휴게소,00:00,23:59,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,능이버섯육개장,054-482-6031,054-482-6031,"수유실,농산물판매장,쉼터",N,N
121,선산(창원 방향),고속국도,중부내륙선,,36.27462729,128.2508171,일반휴게소,00:00,23:59,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,,054-482-6031,054-482-6031,"수유실,농산물판매장,쉼터",N,N
122,섬진강(부산 방향),고속국도,호남선,상행,34.9847001,127.770697,일반휴게소,00:00,23:59,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,"재첩국, 광양 뚝배기불고기",061-772-7986,061-772-7986,"수유실,농산물판매장,쉼터",N,N
123,섬진강(순천 방향),고속국도,호남선,하행,34.985669,127.769329,일반휴게소,00:00,23:59,N,Y,N,Y,Y,N,Y,N,Y,Y,Y,"청매실 재첩비빔밥, 얼큰 순두부찌개",061-772-7993,061-772-7993,"수유실,쉼터",N,N
124,성주(양평 방향),고속국도,중부내륙선,상행,36.0082601,128.261541,화물차휴게소,00:00,23:59,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,고추장제육볶음,054-933-0800,054-933-0800,"수유실,수면실,샤워실,세탁실,농산물판매장,쉼터",Y,N
125,성주(창원 방향),고속국도,중부내륙선,하행,36.010603,128.259675,화물차휴게소,00:00,23:59,N,Y,N,Y,N,N,Y,N,Y,Y,Y,참외 고추장 비빔밥,054-932-0800,054-932-0800,"수유실,수면실,샤워실,세탁실,농산물판매장,쉼터",Y,N
126,속리산(청주 방향),고속국도,당진영덕선,상행,36.447804,127.869061,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,보은대추영양솥밥,043-544-1466,043-544-1466,"수유실,수면실,농산물판매장,쉼터",N,N
127,순천(순천 방향),고속국도,호남선,하행,35.0085501,127.445044,간이휴게소,00:00,23:59,N,N,N,N,N,N,Y,N,Y,Y,Y,"함평 추어탕, 육개장",061-755-4982,061-755-4982,"수유실,쉼터",N,N
128,신탄진(서울 방향),고속국도,경부선,상행,36.426834,127.418438,화물차휴게소,00:00,23:59,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,도가니설렁탕,042-934-2442,042-934-2442,"수유실,수면실,샤워실,쉼터",Y,N
129,안동(부산 방향),고속국도,중앙선,하행,36.553167,128.641923,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,안동간고등어정식,054-853-4370,054-853-4370,"수유실,농산물판매장",N,N
130,안동(춘천 방향),고속국도,중앙선,상행,36.5534301,128.645144,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,안동간고등어정식,054-853-4061,054-853-4061,"수유실,농산물판매장",N,N
131,안산( 방향),고속국도,영동선,양방향,37.351075,126.818799,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,충청도식 돼지짜글이 정식,031-482-7775,031-482-7775,"수유실,샤워실,세탁실",N,N
132,안성(부산 방향),고속국도,경부선,하행,37.013407,127.1448001,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,안성국밥,031-655-0531,031-655-0531,"수유실,샤워실,세탁실",N,N
133,안성(서울 방향),고속국도,경부선,상행,37.076681,127.132496,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,안성자연마춤한우국밥,031-611-5793,031-611-5793,"수유실,수면실,샤워실,세탁실,농산물판매장,병원,쉼터,이발소",Y,Y
134,안성맞춤(제천 방향),고속국도,평택제천선,하행,36.968057,127.274261,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,안성맞춤한우국밥,031-674-4406,031-674-4406,"수유실,농산물판매장",N,N
135,안성맞춤(평택 방향),고속국도,평택제천선,상행,36.969915,127.274619,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,안성맞춤국밥,031-673-3822,031-673-3822,수유실,N,N
136,양산(서울 방향),고속국도,경부선,상행,35.323172,129.056867,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,묵은지돼지갈비찜,055-384-0144,055-384-0144,"수유실,쉼터",N,N
137,양산(서울 방향),고속국도,경부선,,35.323156,129.056855,일반휴게소,00:00,24:00,,Y,Y,Y,N,Y,Y,,Y,Y,Y,,055-384-0144,055-384-0144,"수유실,쉼터",N,N
138,덕유산(통영 방향),고속국도,대전통영선,하행,35.813428,127.643173,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,한우국밥,063-353-5100,063-353-5100,"수유실,농산물판매장",N,N
139,덕평(통합 방향),고속국도,영동선,양방향,37.241456,127.390189,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,새우로제파스타,031-645-0001,031-645-0001,"수유실,농산물판매장,쉼터",N,N
140,동명(춘천 방향),고속국도,중앙선,상행,36.006426,128.5493901,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,돌솥비빔밥된장찌게정식,054-977-6901,054-977-6901,수유실,N,N
141,동해(삼척 방향),고속국도,동해선,하행,37.601776,129.073636,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,제육볶음,033-534-6631,033-534-6631,"수유실,쉼터",N,N
142,마장(통합 방향),고속국도,중부선,양방향,37.263849,127.407043,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,이천돌솥밥설렁탕,031-630-0001,031-630-0001,수유실,N,N
143,망향(부산 방향),고속국도,경부선,하행,36.8556501,127.180929,일반휴게소,00:00,23:59,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,명품한우국밥,041-557-4000,041-557-4000,"수유실,농산물판매장,쉼터",N,N
144,매송(목포 방향),고속국도,서해안선,하행,37.265084,126.888544,화물차휴게소,00:00,23:59,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,양갑조국밥,031-296-1501,031-296-1501,"수유실,수면실,샤워실,세탁실",Y,Y
145,매송(서울 방향),고속국도,서해안선,상행,37.264769,126.891795,화물차휴게소,00:00,23:59,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,양갑조국밥,031-295-1501,031-295-1501,"수유실,수면실,샤워실,세탁실",Y,Y
146,문경(양평 방향),고속국도,중부내륙선,상행,36.621068,128.1523901,화물차휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,짬뽕순두부,054-554-1610,054-554-1610,"수유실,수면실,샤워실,세탁실,농산물판매장,쉼터",Y,N
147,문경(창원 방향),고속국도,중부내륙선,하행,36.620549,128.149982,화물차휴게소,00:00,23:59,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,곤드레비빔밥,054-554-1655,054-554-1655,"수유실,수면실,샤워실,세탁실,농산물판매장,쉼터",Y,N
148,문막(강릉 방향),고속국도,영동선,하행,37.335469,127.8582201,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,강릉식 순두부찌개,033-731-8481,033-731-8481,"수유실,약국,쉼터",N,N
149,문산(순천 방향),고속국도,남해선,하행,35.171374,128.151591,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,엄마손된장찌개,055-761-2820,055-761-2820,"수유실,쉼터",N,N
150,문의청남대(영덕 방향),고속국도,당진영덕선,하행,36.542544,127.483797,일반휴게소,00:00,23:59,N,Y,N,N,N,Y,Y,N,Y,Y,Y,파채제육덮밥,043-715-2820,043-715-2820,"수유실,수면실,샤워실,세탁실,쉼터",N,N
151,문의청남대(청주 방향),고속국도,당진영덕선,상행,36.544083,127.484613,일반휴게소,00:00,23:59,N,Y,N,N,N,Y,Y,N,Y,Y,Y,버섯불고기정식,043-223-2820,043-223-2820,"수유실,수면실,샤워실,세탁실,쉼터",N,N
152,백양사(순천 방향),고속국도,호남선,하행,35.394425,126.805361,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,"삼채된장찌개, 불고기돌솥비빔밥",061-394-9990,061-394-9990,"수유실,샤워실,농산물판매장,쉼터",N,N
153,백양사(천안 방향),고속국도,호남선,상행,35.393018,126.807376,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,"삼채애호박찌개, 녹차굴비백반",061-394-5177,061-394-5177,"수유실,샤워실,농산물판매장,쉼터",N,N
154,벌곡(논산 방향),고속국도,호남지선,하행,36.217974,127.273468,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,벌곡닭갈비,041-732-7694,041-732-7694,수유실,N,N
155,벌곡(대전 방향),고속국도,호남지선,상행,36.210451,127.270542,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,촌돼지찌개,041-734-5250,041-734-5250,"수유실,수면실,샤워실,세탁실,쉼터",Y,N
156,보성녹차(순천 방향),고속국도,남해선,하행,34.807313,127.181003,간이휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,"보성꼬막비빔밥, 애호박고추장찌개",070-4325-8808,070-4325-8808,"수유실,쉼터",N,N
157,보성녹차(영암 방향),고속국도,남해선,상행,34.807313,127.181003,간이휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,"보성꼬막비빔밥, 애호박고추장찌개",070-4325-8801,070-4325-8801,"수유실,쉼터",N,N
158,부안고려청자(목포 방향),고속국도,서해안선,상행,35.671628,126.732073,일반휴게소,00:00,23:59,N,Y,N,N,N,Y,Y,N,Y,Y,Y,부안오디돈까스,063-776-8003,063-776-8003,"수유실,수면실,샤워실,세탁실,쉼터",Y,N
159,부안고려청자(서울 방향),고속국도,서해안선,상행,35.671598,126.734592,일반휴게소,00:00,23:59,N,Y,N,N,N,Y,Y,N,Y,Y,Y,부안오디돈까스,063-776-7002,063-776-7002,"수유실,수면실,샤워실,세탁실,농산물판매장,쉼터",Y,N
160,부여백제(공주 방향),고속국도,서천공주선,상행,36.258352,126.8000701,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,표고버섯 된장찌개,041-833-5400,041-833-5400,수유실,N,N
161,부여백제(서천 방향),고속국도,서천공주선,하행,36.258383,126.796755,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,얼큰 순두부찌개,041-834-5600,041-834-5600,"수유실,농산물판매장",N,N
162,단양팔경(춘천 방향),고속국도,중앙선,,36.939341,128.320788,일반휴게소,00:00,24:00,,Y,Y,Y,N,Y,Y,,,Y,Y,수제등심돈가스,043-421-1671,043-421-1671,"수유실,농산물판매장,쉼터",N,N
163,단양팔경(춘천 방향),고속국도,중앙선,하행,36.942903,128.322142,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,마늘왕돈가스,043-421-1671,043-421-1671,"수유실,농산물판매장,쉼터",N,N
164,군산(목포 방향),고속국도,서해안선,하행,35.980591,126.828971,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,해장아욱국밥,063-453-0402,063-453-0402,"수유실,샤워실,약국",N,N
165,군산(서울 방향),고속국도,서해안선,상행,36.018831,126.797698,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,불고기비빔밥,063-453-2818,063-453-2818,"수유실,수면실,샤워실,세탁실,농산물판매장,쉼터",Y,N
166,군위(부산 방향),고속국도,중앙선,하행,36.266556,128.574852,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,강된장비빔밤,054-383-6114,054-383-6114,"수유실,농산물판매장",N,N
167,군위(춘천 방향),고속국도,중앙선,상행,36.266002,128.576774,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,강된장비빔밤,054-383-7114,054-383-7114,수유실,N,N
168,금강(부산 방향),고속국도,경부선,하행,36.279148,127.672231,일반휴게소,00:00,23:59,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,도리뱅뱅정식,043-731-2233,043-731-2233,수유실,N,N
169,금산인삼랜드(대전 방향),고속국도,대전통영선,상행,36.154689,127.497681,일반휴게소,00:00,23:59,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,인삼갈비탕,041-754-9200,041-754-9200,"수유실,농산물판매장",N,N
170,금산인삼랜드(통영 방향),고속국도,대전통영선,하행,36.152874,127.495954,일반휴게소,00:00,23:59,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,인삼능이왕갈비탕,041-751-2892,041-751-2892,"수유실,농산물판매장",N,N
171,금왕(제천 방향),고속국도,평택제천선,하행,36.9694501,127.590845,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,금왕인삼솥비빔밥,043-881-0001,043-881-0001,"수유실,농산물판매장,쉼터",N,N
172,금왕(평택 방향),고속국도,평택제천선,상행,36.970655,127.589499,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,금왕인삼불고기,043-877-7000,043-877-7000,"수유실,농산물판매장,쉼터",N,N
173,기흥(부산 방향),고속국도,경부선,하행,37.235125,127.104595,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,옛날흑돼지돈가스,031-286-5001,031-286-5001,수유실,N,Y
174,김천(부산 방향),고속국도,경부선,하행,36.129252,128.164782,화물차휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,대구궁중육개장,054-435-0211,054-435-0211,"수유실,수면실,샤워실,세탁실,농산물판매장,쉼터",Y,N
175,김천(서울 방향),고속국도,경부선,상행,36.131107,128.164009,화물차휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,지례흑돼지제육?쳄?,054-433-1523,054-433-1523,"수유실,수면실,샤워실,세탁실,농산물판매장,쉼터",Y,N
176,김해금관가야( 방향),고속국도,부산외곽선,양방향,35.269933,129.003134,일반휴게소,00:00,23:59,N,Y,N,Y,N,N,Y,N,Y,Y,Y,제육덮밥,055-312-2820,055-312-2820,"수유실,쉼터",N,N
177,남성주참외(양평 방향),고속국도,중부내륙선,상행,35.858422,128.319904,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,화덕흑돼지불고기,054-931-5741,054-931-5741,"수유실,수면실,샤워실,세탁실,농산물판매장,쉼터",Y,N
178,남성주참외(창원 방향),고속국도,중부내륙선,하행,35.869015,128.316816,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,화덕흑돼지불고기,054-933-7105,054-933-7105,"수유실,수면실,샤워실,세탁실,농산물판매장,쉼터",Y,N
179,논공(광주 방향),고속국도,광주대구선,하행,35.767421,128.403493,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,대구육개장,070-4304-0600,070-4304-0600,수유실,N,N
180,논공(대구 방향),고속국도,광주대구선,상행,35.764989,128.402909,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,대구 연근덮밥,070-4304-0620,070-4304-0620,"수유실,농산물판매장",N,N
181,단양팔경(부산 방향),고속국도,중앙선,상행,36.995459,128.287616,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,새뱅이해물순두부,043-423-5401,043-423-5401,"수유실,농산물판매장,쉼터",N,N
182,대천(목포 방향),고속국도,서해안선,하행,36.372995,126.555684,일반휴게소,00:00,23:59,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,순두부찌개,041-931-6901,041-931-6901,"수유실,농산물판매장,쉼터",N,N
183,대천(서울 방향),고속국도,서해안선,상행,36.374457,126.558327,일반휴게소,00:00,23:59,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,돌솥비빔밥,041-931-6801,041-931-6801,"수유실,농산물판매장,쉼터",N,N
184,덕유산(대전 방향),고속국도,대전통영선,상행,35.816481,127.646149,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,흑돼지김치찌개,063-353-4200,063-353-4200,"수유실,농산물판매장",N,N
185,괴산(창원 방향),고속국도,중부내륙선,,36.8317868,127.959603,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,043-832-7966,043-832-7966,"수유실,농산물판매장,쉼터",N,N
186,괴산(창원 방향),고속국도,중부내륙선,하행,36.831456,127.957845,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,괴산짜글이찌개,043-832-7966,043-832-7966,"수유실,농산물판매장,쉼터",N,N
187,괴산(양평 방향),고속국도,중부내륙선,,36.83146126,127.958292,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,,043-832-6594,043-832-6594,"수유실,농산물판매장",N,N
188,강릉(강릉 방향),고속국도,영동선,하행,37.758206,128.806648,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,뚝배기불고기,033-648-8850,033-648-8850,"수유실,쉼터",N,N
189,강릉(인천 방향),고속국도,영동선,상행,37.760275,128.8053601,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,"초당몽글순두부,초당두부황태해장국",033-647-9970,033-647-9970,"수유실,농산물판매장,쉼터",N,N
190,강천산(광주 방향),고속국도,광주대구선,하행,35.3657501,127.105451,일반휴게소,00:00,23:59,N,Y,N,Y,N,N,Y,N,Y,Y,Y,"순창고추장 돌솥비빔밥, 차돌박이 된장찌개",063-653-4033,063-653-4033,"수유실,농산물판매장,쉼터",N,N
191,강천산(대구 방향),고속국도,광주대구선,상행,35.364369,127.104757,간이휴게소,00:00,23:59,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,"순창고추장 돌솥비빔밥, 차돌박이 된장찌개",063-653-3050,063-653-3050,"수유실,농산물판매장,쉼터",N,N
192,거창(광주 방향),고속국도,광주대구선,하행,35.708862,128.057962,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,돼지고기김치찌개,055-943-0992,055-943-0992,"수유실,농산물판매장",N,N
193,거창(대구 방향),고속국도,광주대구선,상행,35.706469,128.056945,일반휴게소,00:00,23:59,N,Y,N,Y,N,N,Y,N,Y,Y,Y,왕돈가스,055-943-9534,055-943-9534,"수유실,농산물판매장",N,N
194,건천(부산 방향),고속국도,경부선,하행,35.830716,129.1093101,간이휴게소,00:00,23:59,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,누구나돌솥비빔밥,054-751-6890,054-751-6890,수유실,N,N
195,건천(서울 방향),고속국도,경부선,상행,35.831894,129.109244,일반휴게소,00:00,23:59,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,건천버섯차돌된장찌개,054-751-7401,054-751-7401,"수유실,농산물판매장",N,N
196,경산(서울 방향),고속국도,경부선,상행,35.879323,128.810331,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,돼지갈비정식,053-852-5243,053-852-5243,"수유실,수면실,샤워실,세탁실,쉼터",Y,N
197,경주(부산 방향),고속국도,경부선,하행,35.724761,129.1929501,화물차휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,경주천년한우국밥,054-748-3195,054-748-3195,"수유실,수면실,샤워실,세탁실,쉼터",Y,N
198,고성공룡나라(대전 방향),고속국도,대전통영선,상행,35.056665,128.252359,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,꼬막비빔밥,055-674-0494,055-674-0494,"수유실,쉼터",N,N
199,고성공룡나라(통영 방향),고속국도,대전통영선,하행,35.0518101,128.262763,화물차휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,해물순두부,055-674-7028,055-674-7028,"수유실,수면실,샤워실,세탁실,쉼터",Y,N
200,고창고인돌(목포 방향),고속국도,서해안선,하행,35.468653,126.673871,일반휴게소,00:00,23:59,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,고창장어탕,063-561-6313,063-561-6313,"수유실,농산물판매장",N,N
201,고창고인돌(서울 방향),고속국도,서해안선,상행,35.4620701,126.673477,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,장어탕,063-561-6323,063-561-6323,"수유실,농산물판매장",Y,N
202,곡성(순천 방향),고속국도,호남선,하행,35.258498,127.150737,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,"입맛없을땐 짜글이, 흑돼지 김치찌개",061-363-2766,061-363-2766,"수유실,농산물판매장,쉼터",N,N
203,곡성(순천 방향),고속국도,호남고속도로,,35.25837545,127.1510125,일반휴게소,00:00,00:00,,Y,Y,Y,N,,Y,,,Y,Y,,061-363-2766,061-363-2766,"수유실,농산물판매장,쉼터",N,N
204,곡성(천안 방향),고속국도,호남선,상행,35.259632,127.152741,일반휴게소,00:00,23:59,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,"제육덮밥, 사골우거지국밥",061-362-8300,061-362-8300,"수유실,수면실,샤워실,쉼터",N,N
205,공주(당진 방향),고속국도,당진영덕선,하행,36.498679,127.164921,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,공주알밤돌솥비빔밥,041-854-0050,041-854-0050,"수유실,농산물판매장",N,N
206,공주(대전 방향),고속국도,당진영덕선,상행,36.496946,127.1666701,일반휴게소,00:00,23:59,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,공주알밤돌솥비빔밥,041-854-6060,041-854-6060,"수유실,농산물판매장",N,N
207,구리(일산 방향),고속국도,수도권제1순환선,하행,37.628023,127.139237,일반휴게소,00:00,23:59,N,Y,N,Y,N,N,Y,N,Y,Y,Y,초당해물순두부,031-529-3564,031-529-3564,수유실,N,N
208,구정(삼척 방향),고속국도,동해선,하행,37.722214,128.8511601,일반휴게소,00:00,23:59,N,Y,N,Y,N,N,Y,N,Y,Y,Y,통등심돈까스,033-644-8345,033-644-8345,수유실,N,N
209,구정(속초 방향),고속국도,동해선,상행,37.723012,128.854228,일반휴게소,00:00,23:59,N,Y,N,Y,N,Y,Y,N,Y,Y,Y,옛날돈까스,033-644-4760,033-644-4760,수유실,N,N
